id,cntbl_cond,domain,task,subject,prompt_category,graph,temperature,response,reasoning_type,label,X,X_values,X_cntbl,X_sense,Y,Y_values,Y_cntbl,Y_sense,Z,Z_values,Z_cntbl,Z_sense,query_node,observation
132,mmp,economy,IX,humans,single_numeric_response,collider,,25.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,Y=1,"Z=0, X=1"
132,mmp,economy,IX,humans,single_numeric_response,collider,,35.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,Y=1,"Z=0, X=1"
132,mmp,economy,IX,humans,single_numeric_response,collider,,5.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,Y=1,"Z=0, X=1"
132,mmp,economy,IX,humans,single_numeric_response,collider,,5.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,Y=1,"Z=0, X=1"
132,mmp,economy,IX,humans,single_numeric_response,collider,,35.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,Y=1,"Z=0, X=1"
292,mmp,weather,IX,humans,single_numeric_response,collider,,0.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,Y=1,"Z=0, X=1"
292,mmp,weather,IX,humans,single_numeric_response,collider,,5.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,Y=1,"Z=0, X=1"
292,mmp,weather,IX,humans,single_numeric_response,collider,,10.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,Y=1,"Z=0, X=1"
292,mmp,weather,IX,humans,single_numeric_response,collider,,60.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,Y=1,"Z=0, X=1"
131,mmp,economy,IX,humans,single_numeric_response,collider,,5.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,X=1,"Z=0, Y=1"
292,mmp,weather,IX,humans,single_numeric_response,collider,,25.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,Y=1,"Z=0, X=1"
111,mpm,economy,IX,humans,single_numeric_response,collider,,5.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,"Z=0, Y=1"
111,mpm,economy,IX,humans,single_numeric_response,collider,,65.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,"Z=0, Y=1"
332,ppp,sociology,IX,humans,single_numeric_response,collider,,60.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,"Z=0, X=1"
331,ppp,sociology,IX,humans,single_numeric_response,collider,,60.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,X=1,"Z=0, Y=1"
331,ppp,sociology,IX,humans,single_numeric_response,collider,,70.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,X=1,"Z=0, Y=1"
331,ppp,sociology,IX,humans,single_numeric_response,collider,,60.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,X=1,"Z=0, Y=1"
331,ppp,sociology,IX,humans,single_numeric_response,collider,,50.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,X=1,"Z=0, Y=1"
331,ppp,sociology,IX,humans,single_numeric_response,collider,,80.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,X=1,"Z=0, Y=1"
331,ppp,sociology,IX,humans,single_numeric_response,collider,,5.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,X=1,"Z=0, Y=1"
331,ppp,sociology,IX,humans,single_numeric_response,collider,,10.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,X=1,"Z=0, Y=1"
331,ppp,sociology,IX,humans,single_numeric_response,collider,,25.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,X=1,"Z=0, Y=1"
331,ppp,sociology,IX,humans,single_numeric_response,collider,,50.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,X=1,"Z=0, Y=1"
331,ppp,sociology,IX,humans,single_numeric_response,collider,,60.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,X=1,"Z=0, Y=1"
111,mpm,economy,IX,humans,single_numeric_response,collider,,75.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,"Z=0, Y=1"
431,mpm,sociology,IX,claude-3-opus,single_numeric_response,collider,0.0,50.0,Effect-Absent Diagnostic Inference,f,urbanization,1,m,low,interest in religion,1,p,low,socio-economic mobility,1,m,low,X=1,"Z=0, Y=1"
451,mmp,sociology,IX,claude-3-opus,single_numeric_response,collider,0.0,50.0,Effect-Absent Diagnostic Inference,f,urbanization,1,m,low,interest in religion,1,m,high,socio-economic mobility,1,p,high,X=1,"Z=0, Y=1"
452,mmp,sociology,IX,claude-3-opus,single_numeric_response,collider,0.0,50.0,Effect-Absent Diagnostic Inference,f,urbanization,1,m,low,interest in religion,1,m,high,socio-economic mobility,1,p,high,Y=1,"Z=0, X=1"
11,ppp,economy,IX,gpt-4o,single_numeric_response,collider,0.0,50.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,"Z=0, Y=1"
272,mpm,weather,IX,gpt-4o,single_numeric_response,collider,0.0,0.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,Y=1,"Z=0, X=1"
271,mpm,weather,IX,gpt-4o,single_numeric_response,collider,0.0,0.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,X=1,"Z=0, Y=1"
111,mpm,economy,IX,humans,single_numeric_response,collider,,5.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,"Z=0, Y=1"
111,mpm,economy,IX,humans,single_numeric_response,collider,,10.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,"Z=0, Y=1"
111,mpm,economy,IX,humans,single_numeric_response,collider,,20.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,"Z=0, Y=1"
111,mpm,economy,IX,humans,single_numeric_response,collider,,30.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,"Z=0, Y=1"
111,mpm,economy,IX,humans,single_numeric_response,collider,,60.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,"Z=0, Y=1"
391,pmm,sociology,IX,gpt-4o,single_numeric_response,collider,0.0,50.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,"Z=0, Y=1"
432,mpm,sociology,IX,claude-3-opus,single_numeric_response,collider,0.0,50.0,Effect-Absent Diagnostic Inference,f,urbanization,1,m,low,interest in religion,1,p,low,socio-economic mobility,1,m,low,Y=1,"Z=0, X=1"
292,mmp,weather,IX,humans,single_numeric_response,collider,,0.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,Y=1,"Z=0, X=1"
292,mmp,weather,IX,humans,single_numeric_response,collider,,15.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,Y=1,"Z=0, X=1"
292,mmp,weather,IX,humans,single_numeric_response,collider,,25.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,Y=1,"Z=0, X=1"
172,ppp,weather,IX,humans,single_numeric_response,collider,,5.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,"Z=0, X=1"
172,ppp,weather,IX,humans,single_numeric_response,collider,,15.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,"Z=0, X=1"
172,ppp,weather,IX,humans,single_numeric_response,collider,,10.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,"Z=0, X=1"
172,ppp,weather,IX,humans,single_numeric_response,collider,,20.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,"Z=0, X=1"
272,mpm,weather,IX,humans,single_numeric_response,collider,,40.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,Y=1,"Z=0, X=1"
272,mpm,weather,IX,humans,single_numeric_response,collider,,25.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,Y=1,"Z=0, X=1"
272,mpm,weather,IX,humans,single_numeric_response,collider,,0.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,Y=1,"Z=0, X=1"
271,mpm,weather,IX,humans,single_numeric_response,collider,,40.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,X=1,"Z=0, Y=1"
271,mpm,weather,IX,humans,single_numeric_response,collider,,25.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,X=1,"Z=0, Y=1"
271,mpm,weather,IX,humans,single_numeric_response,collider,,0.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,X=1,"Z=0, Y=1"
71,pmm,economy,IX,gpt-4o,single_numeric_response,collider,0.0,0.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,X=1,"Z=0, Y=1"
172,ppp,weather,IX,humans,single_numeric_response,collider,,25.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,"Z=0, X=1"
72,pmm,economy,IX,gpt-4o,single_numeric_response,collider,0.0,0.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,Y=1,"Z=0, X=1"
391,pmm,sociology,IX,humans,single_numeric_response,collider,,40.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,"Z=0, Y=1"
132,mmp,economy,IX,gpt-4o,single_numeric_response,collider,0.0,0.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,Y=1,"Z=0, X=1"
131,mmp,economy,IX,gpt-4o,single_numeric_response,collider,0.0,0.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,X=1,"Z=0, Y=1"
112,mpm,economy,IX,gpt-4o,single_numeric_response,collider,0.0,0.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,"Z=0, X=1"
232,pmm,weather,IX,humans,single_numeric_response,collider,,0.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,m,high,humidity,1,m,low,Y=1,"Z=0, X=1"
232,pmm,weather,IX,humans,single_numeric_response,collider,,0.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,m,high,humidity,1,m,low,Y=1,"Z=0, X=1"
232,pmm,weather,IX,humans,single_numeric_response,collider,,50.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,m,high,humidity,1,m,low,Y=1,"Z=0, X=1"
232,pmm,weather,IX,humans,single_numeric_response,collider,,30.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,m,high,humidity,1,m,low,Y=1,"Z=0, X=1"
231,pmm,weather,IX,humans,single_numeric_response,collider,,0.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,m,high,humidity,1,m,low,X=1,"Z=0, Y=1"
231,pmm,weather,IX,humans,single_numeric_response,collider,,0.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,m,high,humidity,1,m,low,X=1,"Z=0, Y=1"
111,mpm,economy,IX,gpt-4o,single_numeric_response,collider,0.0,0.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,"Z=0, Y=1"
172,ppp,weather,IX,humans,single_numeric_response,collider,,30.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,"Z=0, X=1"
172,ppp,weather,IX,humans,single_numeric_response,collider,,35.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,"Z=0, X=1"
172,ppp,weather,IX,humans,single_numeric_response,collider,,30.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,"Z=0, X=1"
172,ppp,weather,IX,humans,single_numeric_response,collider,,60.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,"Z=0, X=1"
292,mmp,weather,IX,humans,single_numeric_response,collider,,20.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,Y=1,"Z=0, X=1"
292,mmp,weather,IX,humans,single_numeric_response,collider,,5.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,Y=1,"Z=0, X=1"
291,mmp,weather,IX,humans,single_numeric_response,collider,,0.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,X=1,"Z=0, Y=1"
291,mmp,weather,IX,humans,single_numeric_response,collider,,5.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,X=1,"Z=0, Y=1"
291,mmp,weather,IX,humans,single_numeric_response,collider,,10.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,X=1,"Z=0, Y=1"
171,ppp,weather,IX,gpt-4o,single_numeric_response,collider,0.0,0.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,"Z=0, Y=1"
171,ppp,weather,IX,humans,single_numeric_response,collider,,30.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,"Z=0, Y=1"
291,mmp,weather,IX,humans,single_numeric_response,collider,,60.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,X=1,"Z=0, Y=1"
291,mmp,weather,IX,humans,single_numeric_response,collider,,25.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,X=1,"Z=0, Y=1"
291,mmp,weather,IX,humans,single_numeric_response,collider,,0.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,X=1,"Z=0, Y=1"
291,mmp,weather,IX,humans,single_numeric_response,collider,,15.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,X=1,"Z=0, Y=1"
291,mmp,weather,IX,humans,single_numeric_response,collider,,25.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,X=1,"Z=0, Y=1"
291,mmp,weather,IX,humans,single_numeric_response,collider,,20.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,X=1,"Z=0, Y=1"
291,mmp,weather,IX,humans,single_numeric_response,collider,,5.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,X=1,"Z=0, Y=1"
12,ppp,economy,IX,gpt-4o,single_numeric_response,collider,0.0,50.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,"Z=0, X=1"
171,ppp,weather,IX,humans,single_numeric_response,collider,,60.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,"Z=0, Y=1"
171,ppp,weather,IX,humans,single_numeric_response,collider,,30.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,"Z=0, Y=1"
171,ppp,weather,IX,humans,single_numeric_response,collider,,35.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,"Z=0, Y=1"
171,ppp,weather,IX,humans,single_numeric_response,collider,,25.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,"Z=0, Y=1"
171,ppp,weather,IX,humans,single_numeric_response,collider,,5.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,"Z=0, Y=1"
171,ppp,weather,IX,humans,single_numeric_response,collider,,15.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,"Z=0, Y=1"
171,ppp,weather,IX,humans,single_numeric_response,collider,,10.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,"Z=0, Y=1"
171,ppp,weather,IX,humans,single_numeric_response,collider,,20.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,"Z=0, Y=1"
171,ppp,weather,IX,humans,single_numeric_response,collider,,30.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,"Z=0, Y=1"
172,ppp,weather,IX,humans,single_numeric_response,collider,,30.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,"Z=0, X=1"
332,ppp,sociology,IX,humans,single_numeric_response,collider,,50.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,"Z=0, X=1"
332,ppp,sociology,IX,humans,single_numeric_response,collider,,25.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,"Z=0, X=1"
112,mpm,economy,IX,humans,single_numeric_response,collider,,10.0,Effect-Absent Diagnostic Inference,f,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,"Z=0, X=1"
332,ppp,sociology,IX,humans,single_numeric_response,collider,,5.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,"Z=0, X=1"
391,pmm,sociology,IX,claude-3-opus,single_numeric_response,collider,0.0,25.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,"Z=0, Y=1"
392,pmm,sociology,IX,claude-3-opus,single_numeric_response,collider,0.0,30.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,"Z=0, X=1"
12,ppp,economy,IX,humans,single_numeric_response,collider,,10.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,"Z=0, X=1"
12,ppp,economy,IX,humans,single_numeric_response,collider,,45.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,"Z=0, X=1"
332,ppp,sociology,IX,humans,single_numeric_response,collider,,10.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,"Z=0, X=1"
332,ppp,sociology,IX,gpt-4o,single_numeric_response,collider,0.0,50.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,"Z=0, X=1"
331,ppp,sociology,IX,gpt-4o,single_numeric_response,collider,0.0,50.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,X=1,"Z=0, Y=1"
292,mmp,weather,IX,gpt-4o,single_numeric_response,collider,0.0,0.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,Y=1,"Z=0, X=1"
12,ppp,economy,IX,humans,single_numeric_response,collider,,45.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,"Z=0, X=1"
291,mmp,weather,IX,gpt-4o,single_numeric_response,collider,0.0,0.0,Effect-Absent Diagnostic Inference,f,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,X=1,"Z=0, Y=1"
71,pmm,economy,IX,humans,single_numeric_response,collider,,40.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,X=1,"Z=0, Y=1"
71,pmm,economy,IX,humans,single_numeric_response,collider,,50.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,X=1,"Z=0, Y=1"
71,pmm,economy,IX,humans,single_numeric_response,collider,,85.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,X=1,"Z=0, Y=1"
71,pmm,economy,IX,humans,single_numeric_response,collider,,25.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,X=1,"Z=0, Y=1"
71,pmm,economy,IX,humans,single_numeric_response,collider,,60.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,X=1,"Z=0, Y=1"
71,pmm,economy,IX,humans,single_numeric_response,collider,,45.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,X=1,"Z=0, Y=1"
71,pmm,economy,IX,humans,single_numeric_response,collider,,25.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,X=1,"Z=0, Y=1"
71,pmm,economy,IX,humans,single_numeric_response,collider,,15.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,X=1,"Z=0, Y=1"
71,pmm,economy,IX,humans,single_numeric_response,collider,,0.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,X=1,"Z=0, Y=1"
12,ppp,economy,IX,humans,single_numeric_response,collider,,75.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,"Z=0, X=1"
12,ppp,economy,IX,humans,single_numeric_response,collider,,60.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,"Z=0, X=1"
12,ppp,economy,IX,humans,single_numeric_response,collider,,45.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,"Z=0, X=1"
391,pmm,sociology,IX,humans,single_numeric_response,collider,,10.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,"Z=0, Y=1"
391,pmm,sociology,IX,humans,single_numeric_response,collider,,0.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,"Z=0, Y=1"
391,pmm,sociology,IX,humans,single_numeric_response,collider,,20.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,"Z=0, Y=1"
331,ppp,sociology,IX,claude-3-opus,single_numeric_response,collider,0.0,50.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,X=1,"Z=0, Y=1"
332,ppp,sociology,IX,claude-3-opus,single_numeric_response,collider,0.0,50.0,Effect-Absent Diagnostic Inference,f,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,"Z=0, X=1"
431,mpm,sociology,IX,gpt-4o,single_numeric_response,collider,0.0,0.0,Effect-Absent Diagnostic Inference,f,urbanization,1,m,low,interest in religion,1,p,low,socio-economic mobility,1,m,low,X=1,"Z=0, Y=1"
432,mpm,sociology,IX,gpt-4o,single_numeric_response,collider,0.0,50.0,Effect-Absent Diagnostic Inference,f,urbanization,1,m,low,interest in religion,1,p,low,socio-economic mobility,1,m,low,Y=1,"Z=0, X=1"
451,mmp,sociology,IX,gpt-4o,single_numeric_response,collider,0.0,50.0,Effect-Absent Diagnostic Inference,f,urbanization,1,m,low,interest in religion,1,m,high,socio-economic mobility,1,p,high,X=1,"Z=0, Y=1"
452,mmp,sociology,IX,gpt-4o,single_numeric_response,collider,0.0,50.0,Effect-Absent Diagnostic Inference,f,urbanization,1,m,low,interest in religion,1,m,high,socio-economic mobility,1,p,high,Y=1,"Z=0, X=1"
11,ppp,economy,IX,humans,single_numeric_response,collider,,55.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,"Z=0, Y=1"
11,ppp,economy,IX,humans,single_numeric_response,collider,,45.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,"Z=0, Y=1"
11,ppp,economy,IX,humans,single_numeric_response,collider,,45.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,"Z=0, Y=1"
11,ppp,economy,IX,humans,single_numeric_response,collider,,60.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,"Z=0, Y=1"
11,ppp,economy,IX,humans,single_numeric_response,collider,,75.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,"Z=0, Y=1"
11,ppp,economy,IX,humans,single_numeric_response,collider,,45.0,Effect-Absent Diagnostic Inference,f,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,"Z=0, Y=1"
